Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,_Matches,Season,Squad
Conor Townsend,eng ENG,DF,27.0,24.8,1196,964,227,15,0,4,62,211,1,0,0,0,883,5,22,Matches,2020-2021,West Bromwich Albion
Dara O'Shea,ie IRL,DF,21.0,23.4,924,798,120,23,0,17,11,97,0,0,0,0,583,6,19,Matches,2020-2021,West Bromwich Albion
Matt Phillips,sct SCO,MF,29.0,20.3,563,524,36,9,0,4,72,10,17,7,7,0,384,3,18,Matches,2020-2021,West Bromwich Albion
Callum Robinson,ie IRL,"FW,MF",25.0,17.3,433,415,17,2,0,2,40,2,0,0,0,0,299,1,23,Matches,2020-2021,West Bromwich Albion
Romaine Sawyers,kn SKN,MF,28.0,16.5,729,680,44,22,1,6,3,1,0,0,0,0,616,5,12,Matches,2020-2021,West Bromwich Albion
Okay Yokuşlu,tr TUR,MF,26.0,14.6,536,519,15,7,0,7,2,2,0,0,0,0,439,2,11,Matches,2020-2021,West Bromwich Albion
Jake Livermore,eng ENG,MF,30.0,13.8,388,386,2,2,1,3,5,0,0,0,0,0,273,0,9,Matches,2020-2021,West Bromwich Albion
Grady Diangana,eng ENG,"MF,FW",22.0,13.7,360,347,11,2,1,2,20,2,4,2,0,1,260,2,14,Matches,2020-2021,West Bromwich Albion
Ainsley Maitland-Niles,eng ENG,MF,22.0,13.7,416,391,21,1,0,3,12,3,2,1,0,0,313,4,13,Matches,2020-2021,West Bromwich Albion
Mbaye Diagne,sn SEN,FW,28.0,13.2,241,239,1,0,0,2,4,1,0,0,0,0,149,1,3,Matches,2020-2021,West Bromwich Albion
Karlan Grant,eng ENG,"FW,MF",22.0,12.5,234,221,11,0,0,1,14,1,0,0,0,0,164,2,12,Matches,2020-2021,West Bromwich Albion
Kieran Gibbs,eng ENG,DF,30.0,9.0,313,273,38,2,0,0,11,36,0,0,0,0,222,2,3,Matches,2020-2021,West Bromwich Albion
Branislav Ivanović,rs SRB,DF,36.0,8.5,320,299,21,19,0,1,1,2,0,0,0,0,267,0,3,Matches,2020-2021,West Bromwich Albion
Robert Snodgrass,sct SCO,"MF,FW",32.0,5.8,141,138,2,0,0,0,8,0,0,0,0,0,107,1,0,Matches,2020-2021,West Bromwich Albion
Filip Krovinović,hr CRO,MF,24.0,6.1,374,343,29,17,0,3,11,1,6,3,2,0,306,2,8,Matches,2020-2021,West Bromwich Albion
Lee Peltier,eng ENG,DF,33.0,2.5,80,67,13,1,0,0,3,12,0,0,0,0,49,0,5,Matches,2020-2021,West Bromwich Albion
Hal Robson-Kanu,wls WAL,FW,31.0,6.2,81,77,3,0,0,0,1,0,0,0,0,0,56,1,4,Matches,2020-2021,West Bromwich Albion
Kamil Grosicki,pl POL,"MF,FW",32.0,1.6,45,43,2,0,0,0,5,0,2,1,1,0,30,0,1,Matches,2020-2021,West Bromwich Albion
Kyle Edwards,eng ENG,"MF,FW",22.0,1.3,35,35,0,0,0,0,1,0,0,0,0,0,31,0,1,Matches,2020-2021,West Bromwich Albion
David Button,eng ENG,GK,31.0,1.0,37,21,16,4,0,0,0,0,0,0,0,0,18,0,0,Matches,2020-2021,West Bromwich Albion
Ahmed Hegazi,eg EGY,DF,29.0,1.0,57,55,1,1,0,0,0,0,0,0,0,0,38,1,1,Matches,2020-2021,West Bromwich Albion
Charlie Austin,eng ENG,"FW,MF",31.0,1.5,34,32,1,0,0,0,0,0,0,0,0,0,23,1,1,Matches,2020-2021,West Bromwich Albion
Sam Field,eng ENG,MF,22.0,0.7,25,24,0,0,0,0,0,0,0,0,0,0,15,1,0,Matches,2020-2021,West Bromwich Albion
Rekeem Harper,eng ENG,MF,20.0,0.4,17,17,0,0,0,1,0,0,0,0,0,0,14,0,0,Matches,2020-2021,West Bromwich Albion
Squad Total,,,26.4,38.0,13978,12147,1756,463,13,105,604,727,144,75,21,16,9769,75,275,,2020-2021,West Bromwich Albion
Opponent Total,,,26.6,38.0,23277,21362,1855,441,32,138,841,822,266,129,99,8,18892,60,355,,2020-2021,West Bromwich Albion
Aaron Ramsdale,eng ENG,GK,21.0,37.0,1136,707,424,136,0,2,1,0,0,0,0,0,675,5,2,Matches,2019-2020,Bournemouth
Callum Wilson,eng ENG,FW,27.0,32.3,542,514,25,0,3,3,27,2,0,0,0,0,334,3,32,Matches,2019-2020,Bournemouth
Jefferson Lerma,co COL,MF,24.0,30.0,1415,1376,33,28,0,16,6,5,0,0,0,0,1104,6,25,Matches,2019-2020,Bournemouth
Philip Billing,dk DEN,MF,23.0,28.1,1216,1149,62,19,1,10,14,43,0,0,0,0,879,5,22,Matches,2019-2020,Bournemouth
Nathan Aké,nl NED,DF,24.0,27.8,1238,1183,52,32,1,3,5,20,0,0,0,0,1079,3,8,Matches,2019-2020,Bournemouth
Steve Cook,eng ENG,DF,28.0,27.0,1296,1234,57,38,0,7,1,19,0,0,0,0,1016,5,9,Matches,2019-2020,Bournemouth
Diego Rico,es ESP,DF,26.0,25.9,1516,1127,381,54,2,3,173,250,77,44,26,0,993,8,44,Matches,2019-2020,Bournemouth
Adam Smith,eng ENG,DF,28.0,22.8,1044,847,195,21,0,2,28,173,1,0,0,0,827,2,32,Matches,2019-2020,Bournemouth
Joshua King,no NOR,"FW,MF",27.0,22.3,524,503,20,2,4,1,22,2,1,0,0,0,369,1,27,Matches,2019-2020,Bournemouth
Ryan Fraser,sct SCO,"MF,FW",25.0,23.0,964,832,128,33,2,3,174,16,64,32,20,0,658,4,29,Matches,2019-2020,Bournemouth
Harry Wilson,wls WAL,"MF,FW",22.0,18.3,624,561,60,10,6,15,35,11,20,12,1,0,452,3,25,Matches,2019-2020,Bournemouth
Dominic Solanke,eng ENG,FW,21.0,18.3,439,421,16,0,0,3,6,0,0,0,0,0,301,2,18,Matches,2019-2020,Bournemouth
Jack Stacey,eng ENG,DF,23.0,17.2,785,632,151,5,1,1,36,146,0,0,0,0,562,2,37,Matches,2019-2020,Bournemouth
Lewis Cook,eng ENG,"MF,FW",22.0,15.0,739,713,20,11,5,3,8,5,2,0,0,0,572,6,17,Matches,2019-2020,Bournemouth
Dan Gosling,eng ENG,MF,29.0,14.0,527,514,12,5,1,1,3,3,0,0,0,0,407,1,20,Matches,2019-2020,Bournemouth
Simon Francis,eng ENG,DF,34.0,10.8,567,524,42,12,0,8,16,30,0,0,0,0,426,1,8,Matches,2019-2020,Bournemouth
Chris Mepham,wls WAL,DF,21.0,10.1,505,495,8,8,0,3,3,0,0,0,0,0,434,2,2,Matches,2019-2020,Bournemouth
David Brooks,wls WAL,"MF,FW",22.0,5.6,180,160,19,3,0,1,24,2,7,4,2,0,121,1,8,Matches,2019-2020,Bournemouth
Junior Stanislas,eng ENG,"MF,FW",29.0,7.9,306,268,37,12,2,3,37,7,17,9,6,0,214,1,8,Matches,2019-2020,Bournemouth
Lloyd Kelly,eng ENG,DF,20.0,7.1,241,203,37,4,0,0,6,33,0,0,0,0,178,1,4,Matches,2019-2020,Bournemouth
Arnaut Danjuma,nl NED,MF,22.0,7.0,233,225,7,3,0,1,9,2,2,2,0,0,183,1,9,Matches,2019-2020,Bournemouth
Andrew Surman,eng ENG,MF,32.0,2.6,130,120,10,8,0,2,3,0,2,1,1,0,105,0,0,Matches,2019-2020,Bournemouth
Charlie Daniels,eng ENG,DF,32.0,1.4,50,38,10,4,0,1,5,6,0,0,0,0,36,2,0,Matches,2019-2020,Bournemouth
Jack Simpson,eng ENG,DF,22.0,2.7,107,93,13,0,0,0,0,13,0,0,0,0,75,1,3,Matches,2019-2020,Bournemouth
Mark Travers,ie IRL,GK,20.0,1.0,30,22,8,1,0,0,0,0,0,0,0,0,20,0,0,Matches,2019-2020,Bournemouth
Jordon Ibe,eng ENG,DF,23.0,0.6,22,18,4,1,0,0,3,2,1,0,1,0,17,0,1,Matches,2019-2020,Bournemouth
Sam Surridge,eng ENG,"FW,MF",21.0,0.3,11,9,1,0,0,0,1,0,0,0,0,0,5,1,0,Matches,2019-2020,Bournemouth
Squad Total,,,25.2,38.0,16387,14488,1832,450,28,92,646,790,194,104,57,0,12042,67,390,,2019-2020,Bournemouth
Opponent Total,,,26.8,38.0,21185,19272,1842,412,67,146,812,851,251,118,85,6,16667,71,377,,2019-2020,Bournemouth
Max Aarons,eng ENG,DF,19.0,36.0,1711,1389,322,23,0,4,73,299,0,0,0,0,1332,0,65,Matches,2019-2020,Norwich City
Tim Krul,nl NED,GK,31.0,36.0,1583,1134,446,114,0,6,0,0,0,0,0,0,1084,3,2,Matches,2019-2020,Norwich City
Teemu Pukki,fi FIN,FW,29.0,32.1,539,472,67,0,1,0,8,2,0,0,0,0,424,0,25,Matches,2019-2020,Norwich City
Kenny McLean,sct SCO,MF,27.0,33.0,1760,1664,88,48,9,24,53,19,19,8,10,1,1362,8,31,Matches,2019-2020,Norwich City
Ben Godfrey,eng ENG,DF,21.0,29.4,1675,1634,40,29,1,28,3,11,0,0,0,0,1470,1,16,Matches,2019-2020,Norwich City
Todd Cantwell,eng ENG,"FW,MF",21.0,27.7,1110,1066,38,13,3,12,24,15,4,0,1,0,886,6,27,Matches,2019-2020,Norwich City
Emi Buendía,ar ARG,"FW,MF",22.0,27.4,1604,1393,202,69,17,17,164,24,109,56,50,1,1188,9,37,Matches,2019-2020,Norwich City
Alexander Tettey,no NOR,"MF,DF",33.0,26.0,1299,1280,19,16,1,0,4,2,1,0,0,0,1142,0,18,Matches,2019-2020,Norwich City
Jamal Lewis,nir NIR,DF,21.0,25.6,1333,1078,252,10,1,6,44,242,0,0,0,0,1052,3,41,Matches,2019-2020,Norwich City
Christoph Zimmermann,de GER,DF,26.0,15.9,664,642,22,19,0,4,0,3,0,0,0,0,525,0,8,Matches,2019-2020,Norwich City
Sam Byram,eng ENG,DF,25.0,14.4,771,632,137,11,0,0,7,126,0,0,0,0,609,2,15,Matches,2019-2020,Norwich City
Onel Hernández,cu CUB,"FW,MF",26.0,15.4,345,335,10,0,0,0,26,8,1,0,0,0,247,0,13,Matches,2019-2020,Norwich City
Grant Hanley,sct SCO,DF,27.0,14.0,661,631,27,27,0,4,0,0,0,0,0,0,545,3,3,Matches,2019-2020,Norwich City
Marco Stiepermann,de GER,MF,28.0,13.1,413,390,21,0,5,1,6,1,0,0,0,0,290,2,18,Matches,2019-2020,Norwich City
Tom Trybull,de GER,MF,26.0,12.6,615,599,16,16,0,9,0,0,0,0,0,0,566,0,6,Matches,2019-2020,Norwich City
Ondrej Duda,sk SVK,MF,24.0,8.0,382,344,38,10,3,2,43,1,27,10,16,0,295,0,9,Matches,2019-2020,Norwich City
Ibrahim Amadou,fr FRA,"DF,MF",26.0,8.4,374,364,9,6,0,0,1,3,0,0,0,0,324,1,3,Matches,2019-2020,Norwich City
Lukas Rupp,de GER,"FW,MF",28.0,7.7,272,264,8,2,2,0,3,4,0,0,0,0,205,0,10,Matches,2019-2020,Norwich City
Moritz Leitner,de GER,MF,26.0,7.6,579,545,28,22,1,2,5,5,0,0,0,0,498,6,12,Matches,2019-2020,Norwich City
Timm Klose,ch SUI,DF,31.0,6.5,399,384,12,9,0,3,0,3,0,0,0,0,336,3,3,Matches,2019-2020,Norwich City
Mario Vrančić,ba BIH,MF,30.0,7.1,463,445,15,12,3,2,6,2,1,1,0,0,356,3,5,Matches,2019-2020,Norwich City
Josip Drmić,ch SUI,FW,26.0,7.2,165,152,13,0,0,0,3,2,0,0,0,0,125,0,3,Matches,2019-2020,Norwich City
Adam Idah,ie IRL,"FW,MF",18.0,2.5,49,44,5,0,0,0,0,1,0,0,0,0,36,0,1,Matches,2019-2020,Norwich City
Michael McGovern,nir NIR,GK,35.0,1.8,51,32,19,5,0,0,0,0,0,0,0,0,30,0,0,Matches,2019-2020,Norwich City
Ralf Fährmann,de GER,GK,30.0,0.2,10,7,3,0,0,0,0,0,0,0,0,0,7,0,0,Matches,2019-2020,Norwich City
Dennis Srbeny,de GER,"MF,FW",25.0,0.5,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1,Matches,2019-2020,Norwich City
Josh Martin,eng ENG,"FW,MF",17.0,0.4,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches,2019-2020,Norwich City
Patrick Roberts,eng ENG,"FW,MF",22.0,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches,2019-2020,Norwich City
Akin Famewo,eng ENG,MF,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020,Norwich City
Jordan Thomas,eng ENG,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020,Norwich City
Squad Total,,,26.0,38.0,18869,16961,1858,461,47,124,473,773,162,75,77,2,14965,50,373,,2019-2020,Norwich City
Opponent Total,,,26.5,38.0,19565,17728,1798,384,26,157,893,846,266,126,88,0,15431,39,371,,2019-2020,Norwich City
Ben Foster,eng ENG,GK,36.0,38.0,1221,735,472,177,0,3,0,0,0,0,0,0,552,14,0,Matches,2019-2020,Watford
Abdoulaye Doucouré,ml MLI,MF,26.0,35.1,1712,1693,14,8,0,4,29,0,2,0,0,0,1320,5,47,Matches,2019-2020,Watford
Étienne Capoue,fr FRA,MF,31.0,29.2,1465,1356,106,42,3,44,23,5,6,6,0,0,1180,3,16,Matches,2019-2020,Watford
Craig Cathcart,nir NIR,DF,30.0,27.6,922,899,20,16,1,7,1,4,0,0,0,0,742,3,4,Matches,2019-2020,Watford
Will Hughes,eng ENG,MF,24.0,25.0,916,849,61,24,1,2,69,1,36,28,4,0,679,6,26,Matches,2019-2020,Watford
Craig Dawson,eng ENG,DF,29.0,26.2,962,928,29,13,1,22,4,16,0,0,0,0,741,5,10,Matches,2019-2020,Watford
Christian Kabasele,be BEL,DF,28.0,25.0,671,661,10,9,0,11,0,1,0,0,0,0,488,0,4,Matches,2019-2020,Watford
Kiko Femenía,es ESP,DF,28.0,24.9,1290,1008,281,13,0,10,69,267,1,0,1,0,988,1,25,Matches,2019-2020,Watford
Troy Deeney,eng ENG,FW,31.0,24.7,727,714,6,0,1,3,10,1,1,0,0,0,386,7,19,Matches,2019-2020,Watford
Gerard Deulofeu,es ESP,FW,25.0,23.3,829,736,88,30,3,1,96,7,34,18,12,0,598,5,27,Matches,2019-2020,Watford
Ismaila Sarr,sn SEN,"FW,MF",21.0,22.5,594,584,8,1,0,0,99,1,0,0,0,0,420,2,23,Matches,2019-2020,Watford
Adam Masina,ma MAR,DF,25.0,20.2,962,743,213,15,1,13,69,190,8,5,2,0,574,6,24,Matches,2019-2020,Watford
Roberto Pereyra,ar ARG,"FW,MF",28.0,18.3,662,615,45,7,0,4,32,15,21,11,5,0,540,2,9,Matches,2019-2020,Watford
Adrian Mariappa,jm JAM,DF,32.0,16.8,615,479,133,5,0,2,22,128,0,0,0,0,426,3,6,Matches,2019-2020,Watford
José Holebas,gr GRE,DF,35.0,11.4,620,430,189,16,0,3,71,134,39,17,20,0,419,1,4,Matches,2019-2020,Watford
Tom Cleverley,eng ENG,MF,29.0,10.8,467,433,31,12,0,2,29,5,6,2,3,0,369,3,3,Matches,2019-2020,Watford
Nathaniel Chalobah,eng ENG,MF,24.0,10.3,370,347,22,7,0,2,21,2,13,5,2,2,261,1,17,Matches,2019-2020,Watford
Danny Welbeck,eng ENG,"FW,MF",28.0,9.1,168,163,5,0,0,0,1,2,0,0,0,0,125,0,2,Matches,2019-2020,Watford
Andre Gray,jm JAM,FW,28.0,8.4,155,150,5,0,0,1,5,0,0,0,0,0,98,0,9,Matches,2019-2020,Watford
Daryl Janmaat,nl NED,DF,30.0,6.7,346,290,55,1,0,0,24,54,0,0,0,0,257,1,8,Matches,2019-2020,Watford
Dimitri Foulquier,fr FRA,"DF,MF",26.0,0.7,12,11,1,0,0,0,1,1,0,0,0,0,9,0,0,Matches,2019-2020,Watford
Sebastian Prödl,at AUT,DF,32.0,0.6,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches,2019-2020,Watford
Ignacio Pussetto,ar ARG,"FW,MF",23.0,0.8,36,31,5,2,0,0,4,3,0,0,0,0,20,0,1,Matches,2019-2020,Watford
Isaac Success,ng NGA,"FW,MF",23.0,0.8,20,19,1,0,0,0,2,1,0,0,0,0,14,0,0,Matches,2019-2020,Watford
João Pedro,br BRA,"FW,MF",17.0,0.3,12,12,0,0,0,0,3,0,0,0,0,0,8,0,1,Matches,2019-2020,Watford
Domingos Quina,pt POR,"MF,FW",19.0,0.2,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches,2019-2020,Watford
Squad Total,,,28.9,38.0,15775,13907,1800,398,11,134,684,838,167,92,49,2,11230,68,285,,2019-2020,Watford
Opponent Total,,,26.5,38.0,21471,19570,1820,508,48,170,746,763,201,117,47,8,17002,81,320,,2019-2020,Watford
Neil Etheridge,ph PHI,GK,28.0,38.0,1202,711,484,165,0,0,0,0,0,0,0,0,415,7,1,Matches,2018-2019,Cardiff City
Bruno Ecuele Manga,ga GAB,DF,30.0,37.5,1097,937,152,40,2,7,20,112,0,0,0,0,692,8,28,Matches,2018-2019,Cardiff City
Sean Morrison,eng ENG,DF,27.0,33.8,911,735,174,7,0,6,5,167,0,0,0,0,528,2,10,Matches,2018-2019,Cardiff City
Víctor Camarasa,es ESP,MF,24.0,28.5,1017,868,142,51,13,7,121,4,77,42,19,10,710,7,37,Matches,2018-2019,Cardiff City
Joe Bennett,eng ENG,DF,28.0,29.3,931,699,229,37,2,5,43,191,1,1,0,0,639,3,31,Matches,2018-2019,Cardiff City
Sol Bamba,ci CIV,DF,33.0,27.5,559,541,15,10,1,1,1,5,0,0,0,0,385,3,10,Matches,2018-2019,Cardiff City
Aron Gunnarsson,is ISL,MF,29.0,25.2,921,750,168,6,4,5,12,157,0,0,0,0,600,3,8,Matches,2018-2019,Cardiff City
Harry Arter,ie IRL,MF,28.0,22.2,680,612,65,11,3,7,17,2,0,0,0,0,539,3,12,Matches,2018-2019,Cardiff City
Junior Hoilett,ca CAN,"MF,FW",28.0,23.8,537,490,41,12,2,2,85,3,26,19,4,1,338,6,24,Matches,2018-2019,Cardiff City
Joe Ralls,eng ENG,MF,24.0,21.8,864,749,107,57,1,6,77,1,49,34,10,4,563,8,21,Matches,2018-2019,Cardiff City
Josh Murphy,eng ENG,"MF,FW",23.0,20.2,391,363,25,6,4,2,74,6,12,5,1,4,203,3,31,Matches,2018-2019,Cardiff City
Callum Paterson,sct SCO,"FW,MF",23.0,22.2,580,570,5,0,2,3,23,0,0,0,0,0,272,5,17,Matches,2018-2019,Cardiff City
Lee Peltier,eng ENG,DF,31.0,17.2,443,341,98,7,0,1,6,91,0,0,0,0,274,4,14,Matches,2018-2019,Cardiff City
Bobby Reid,jm JAM,"FW,MF",25.0,15.8,320,299,19,0,2,1,6,1,0,0,0,0,224,2,14,Matches,2018-2019,Cardiff City
Oumar Niasse,sn SEN,FW,28.0,10.3,173,168,3,0,0,1,4,0,0,0,0,0,108,2,12,Matches,2018-2019,Cardiff City
Nathaniel Mendez-Laing,eng ENG,"MF,FW",26.0,10.9,287,280,5,0,1,0,27,3,2,1,0,0,169,2,23,Matches,2018-2019,Cardiff City
Kenneth Zohore,dk DEN,FW,24.0,8.4,145,140,3,0,1,0,7,0,0,0,0,0,87,2,5,Matches,2018-2019,Cardiff City
Greg Cunningham,ie IRL,DF,27.0,7.0,220,179,38,7,0,1,7,31,0,0,0,0,157,3,2,Matches,2018-2019,Cardiff City
Leandro Bacuna,cw CUW,MF,26.0,6.2,163,145,16,6,1,3,7,9,1,0,1,0,105,2,4,Matches,2018-2019,Cardiff City
Danny Ward,eng ENG,FW,26.0,4.9,94,87,7,0,0,1,2,0,0,0,0,0,50,0,2,Matches,2018-2019,Cardiff City
Kadeem Harris,eng ENG,MF,25.0,4.2,104,103,0,0,0,0,15,0,0,0,0,0,66,1,5,Matches,2018-2019,Cardiff City
Jazz Richards,wls WAL,"DF,MF",27.0,1.5,38,25,13,1,0,0,0,12,0,0,0,0,24,0,0,Matches,2018-2019,Cardiff City
Rhys Healey,wls WAL,FW,23.0,0.6,14,10,4,0,0,0,3,4,0,0,0,0,4,0,2,Matches,2018-2019,Cardiff City
Gary Madine,eng ENG,"FW,MF",27.0,0.4,12,10,2,0,0,0,0,0,0,0,0,0,10,0,0,Matches,2018-2019,Cardiff City
Loïc Damour,fr FRA,MF,27.0,0.3,12,11,0,0,0,1,0,0,0,0,0,0,8,1,0,Matches,2018-2019,Cardiff City
Squad Total,,,27.7,38.0,11715,9823,1815,423,39,60,562,799,168,102,35,19,7170,77,313,,2018-2019,Cardiff City
Opponent Total,,,26.7,38.0,22088,20080,1972,421,58,109,662,923,270,111,99,15,17574,36,409,,2018-2019,Cardiff City
Aleksandar Mitrović,rs SRB,FW,23.0,36.4,1042,938,99,0,4,3,6,5,0,0,0,0,745,5,12,Matches,2018-2019,Fulham
Sergio Rico,es ESP,GK,24.0,29.0,889,549,337,62,0,0,0,0,0,0,0,0,517,3,0,Matches,2018-2019,Fulham
Denis Odoi,gh GHA,DF,30.0,28.8,1433,1299,128,46,2,13,13,82,0,0,0,0,1161,6,22,Matches,2018-2019,Fulham
Calum Chambers,eng ENG,"MF,DF",23.0,28.8,1509,1476,25,22,2,22,14,3,0,0,0,0,1175,8,27,Matches,2018-2019,Fulham
Joe Bryan,eng ENG,"DF,MF",24.0,26.1,1293,1024,264,27,1,3,115,222,15,5,8,1,915,5,35,Matches,2018-2019,Fulham
Jean Seri,ci CIV,MF,27.0,24.9,1707,1542,161,62,2,25,108,3,93,33,34,4,1427,4,19,Matches,2018-2019,Fulham
Ryan Sessegnon,eng ENG,"FW,DF",18.0,25.6,820,716,101,8,5,1,66,64,27,6,12,2,567,3,34,Matches,2018-2019,Fulham
Maxime Le Marchand,fr FRA,DF,28.0,25.0,1488,1368,107,35,1,16,17,72,0,0,0,0,1216,13,16,Matches,2018-2019,Fulham
Tim Ream,us USA,DF,30.0,22.7,1064,1035,23,19,0,4,1,4,0,0,0,0,928,6,8,Matches,2018-2019,Fulham
Tom Cairney,sct SCO,"MF,FW",27.0,24.4,1408,1371,29,16,7,11,27,0,5,4,1,0,1244,8,9,Matches,2018-2019,Fulham
André Schürrle,de GER,"FW,MF",27.0,18.2,576,554,18,4,2,6,41,8,2,0,1,0,424,4,26,Matches,2018-2019,Fulham
Cyrus Christie,ie IRL,"DF,MF",25.0,21.6,1210,963,243,11,0,7,90,232,0,0,0,0,870,4,36,Matches,2018-2019,Fulham
Andre-Frank Zambo Anguissa,cm CMR,MF,22.0,16.9,1048,1033,12,11,0,5,2,1,0,0,0,0,913,3,15,Matches,2018-2019,Fulham
Ryan Babel,nl NED,"FW,MF",31.0,13.9,513,483,28,5,3,1,38,4,15,7,4,0,403,2,17,Matches,2018-2019,Fulham
Alfie Mawson,eng ENG,DF,24.0,12.6,482,467,13,13,0,8,3,0,0,0,0,0,393,2,3,Matches,2018-2019,Fulham
Luciano Vietto,ar ARG,"FW,MF",24.0,11.0,411,402,7,1,1,1,19,4,0,0,0,0,316,2,15,Matches,2018-2019,Fulham
Kevin McDonald,sct SCO,MF,29.0,9.3,583,554,26,25,2,7,1,1,0,0,0,0,494,3,6,Matches,2018-2019,Fulham
Timothy Fosu-Mensah,nl NED,DF,20.0,8.8,479,417,60,3,1,3,15,57,0,0,0,0,375,2,10,Matches,2018-2019,Fulham
Marcus Bettinelli,eng ENG,GK,26.0,7.0,246,158,85,18,0,1,0,0,0,0,0,0,160,3,0,Matches,2018-2019,Fulham
Aboubakar Kamara,mr MTN,FW,23.0,7.7,248,241,6,1,0,1,18,4,0,0,0,0,170,1,14,Matches,2018-2019,Fulham
Stefan Johansen,no NOR,MF,27.0,4.6,261,246,14,10,0,2,9,1,2,1,1,0,202,1,6,Matches,2018-2019,Fulham
Håvard Nordtveit,no NOR,DF,28.0,4.0,227,218,7,7,0,4,0,0,0,0,0,0,187,2,2,Matches,2018-2019,Fulham
Floyd Ayité,tg TOG,"FW,MF",29.0,5.3,200,195,5,1,0,1,6,2,2,1,1,0,156,0,7,Matches,2018-2019,Fulham
Fabricio,es ESP,GK,30.0,2.0,61,43,18,4,0,0,0,0,0,0,0,0,46,0,0,Matches,2018-2019,Fulham
Ibrahima Cissé,gn GUI,MF,24.0,1.0,34,34,0,0,0,0,0,0,0,0,0,0,29,0,0,Matches,2018-2019,Fulham
Neeskens Kebano,cd COD,"FW,MF",26.0,1.2,31,30,1,1,0,0,2,0,0,0,0,0,25,0,0,Matches,2018-2019,Fulham
Lazar Marković,rs SRB,MF,24.0,0.5,29,29,0,0,0,0,0,0,0,0,0,0,28,0,0,Matches,2018-2019,Fulham
Harvey Elliott,eng ENG,MF,15.0,0.2,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches,2018-2019,Fulham
Squad Total,,,26.0,38.0,19303,17396,1817,412,33,145,611,769,161,57,62,7,15096,90,339,,2018-2019,Fulham
Opponent Total,,,26.8,38.0,20508,18494,1935,480,64,185,808,871,226,102,71,12,16080,79,370,,2018-2019,Fulham
Christopher Schindler,de GER,DF,28.0,36.2,1555,1510,45,42,0,11,0,3,0,0,0,0,1288,0,7,Matches,2018-2019,Huddersfield Town
Terence Kongolo,nl NED,DF,24.0,30.2,1275,1145,125,32,1,0,28,93,0,0,0,0,978,5,13,Matches,2018-2019,Huddersfield Town
Jonas Lössl,dk DEN,GK,29.0,30.9,1105,782,321,98,0,4,0,0,0,0,0,0,711,2,0,Matches,2018-2019,Huddersfield Town
Jonathan Hogg,eng ENG,MF,29.0,26.3,1556,1531,21,21,6,15,6,0,0,0,0,0,1289,4,21,Matches,2018-2019,Huddersfield Town
Alex Pritchard,eng ENG,"MF,FW",25.0,23.1,981,890,87,19,1,10,78,3,23,14,1,5,691,4,48,Matches,2018-2019,Huddersfield Town
Aaron Mooy,au AUS,"MF,FW",27.0,25.9,1435,1294,129,44,2,19,137,8,75,25,38,2,1073,12,46,Matches,2018-2019,Huddersfield Town
Philip Billing,dk DEN,MF,22.0,24.3,1261,1111,148,17,0,28,56,129,2,1,0,0,909,2,23,Matches,2018-2019,Huddersfield Town
Mathias Jørgensen,dk DEN,DF,28.0,23.9,1191,1135,54,42,0,3,4,12,0,0,0,0,974,2,12,Matches,2018-2019,Huddersfield Town
Chris Löwe,de GER,"DF,MF",29.0,22.9,1109,911,191,36,0,8,140,121,34,24,9,1,767,7,48,Matches,2018-2019,Huddersfield Town
Erik Durm,de GER,DF,26.0,22.8,1087,832,248,7,0,4,65,240,1,1,0,0,740,7,36,Matches,2018-2019,Huddersfield Town
Florent Hadergjonaj,xk KVX,"DF,MF",24.0,20.5,973,803,167,13,2,7,91,154,0,0,0,0,688,3,33,Matches,2018-2019,Huddersfield Town
Steve Mounié,bj BEN,FW,23.0,19.8,571,538,30,1,0,0,9,1,0,0,0,0,361,3,16,Matches,2018-2019,Huddersfield Town
Juninho Bacuna,cw CUW,"MF,DF",20.0,15.7,770,699,69,28,6,13,34,19,16,8,6,1,565,2,19,Matches,2018-2019,Huddersfield Town
Elias Kachunga,cd COD,"FW,MF",26.0,13.1,317,307,9,1,0,0,15,5,0,0,0,0,220,1,17,Matches,2018-2019,Huddersfield Town
Tommy Smith,eng ENG,DF,26.0,12.7,629,506,121,6,0,1,24,115,0,0,0,0,468,2,15,Matches,2018-2019,Huddersfield Town
Laurent Depoitre,be BEL,FW,29.0,11.9,278,268,10,0,0,0,4,0,0,0,0,0,164,0,7,Matches,2018-2019,Huddersfield Town
